"Vaccine","Geographic Level","Geographic Name","Demographic Level","Demographic Name","Indicator_label","Indicator_category_label","influenza_season","Month_Week","Week_ending","Current_Season_Week_Ending_Label","Estimate","CI_Half_width_95pct","Unweighted Sample Size","Weighted Sample Size","Legend_Label","Indicator_Category_Label_Sort","Demographic_Level_Sort_Order","Geography_name_order","Geography_Level_Sort_Order","Season_Sort","Legend_Sort","suppression_flag"
,"State","Arizona","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","47.3988","14.26","56","3983484","2024-2025, Arizona. Overall (6 months-17 years)","4","1","14","3",,,"0"
,"State","Nebraska","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","2.9825","5.7848","68","1114798","2024-2025, Nebraska. Overall (6 months-17 years)","2","1","40","3",,,"0"
,"Region","Region 4","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","3.8805","2.2469","524","14146233","2024-2025, Region 4. Overall (6 months-17 years)","2","1","5","2",,,"0"
,"State","Nebraska","Overall","Overall","Up-to-date","Yes","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","51.5402","5.8405","1015","1114798","2024-2025, Nebraska. Overall (6 months-17 years)",,"1","40","3",,,"0"
,"State","Arizona","Overall","Overall","Up-to-date","Yes","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","43.1635","5.492","1027","3983484","2024-2025, Arizona. Overall (6 months-17 years)",,"1","14","3",,,"0"
,"State","New Jersey","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","4.437","5.9983","57","2690151","2024-2025, New Jersey. Overall (6 months-17 years)","3","1","43","3",,,"0"
,"Region","Region 4","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","8.8189","3.6665","524","14146233","2024-2025, Region 4. Overall (6 months-17 years)","3","1","5","2",,,"0"
,"State","New Jersey","Overall","Overall","Up-to-date","Yes","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","59.763","4.9188","1777","2690151","2024-2025, New Jersey. Overall (6 months-17 years)",,"1","43","3",,,"0"
,"State","Arkansas","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","46.3955","9.2709","132","1998782","2024-2025, Arkansas. Overall (6 months-17 years)","4","1","15","3",,,"0"
,"State","New Mexico","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","4.4597","5.4456","43","480452","2024-2025, New Mexico. Overall (6 months-17 years)","2","1","44","3",,,"0"
,"Region","Region 5","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","41.4065","6.7381","399","11056581","2024-2025, Region 5. Overall (6 months-17 years)","4","1","6","2",,,"0"
,"State","New York","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","42.9447","21.8327","68","3005742","2024-2025, New York. Overall (6 months-17 years)","4","1","45","3",,,"0"
,"State","California","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","0","0","36","4365737","2024-2025, California. Overall (6 months-17 years)","2","1","16","3",,,"0"
,"State","New York","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","55.304","4.4904","2642","3005742","2024-2025, New York. Overall (6 months-17 years)","1","1","45","3",,,"0"
,"Region","Region 6","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","43.4676","5.533","567","10325112","2024-2025, Region 6. Overall (6 months-17 years)","4","1","7","2",,,"0"
,"State","North Dakota","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","41.349","5.0577","1274","365863","2024-2025, North Dakota. Overall (6 months-17 years)","1","1","47","3",,,"0"
,"State","California","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","13.0828","14.7705","36","4365737","2024-2025, California. Overall (6 months-17 years)","3","1","16","3",,,"0"
,"State","Oklahoma","Overall","Overall","Up-to-date","Yes","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","36.3819","3.7941","1673","2163742","2024-2025, Oklahoma. Overall (6 months-17 years)",,"1","49","3",,,"0"
,"Region","Region 6","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","7.9861","3.0143","567","10325112","2024-2025, Region 6. Overall (6 months-17 years)","3","1","7","2",,,"0"
,"State","Oregon","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22",,,"7","424359","2024-2025, Oregon. Overall (6 months-17 years)","4","1","50","3",,,"1"
,"State","Colorado","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","9.0356","9.8573","35","1206808","2024-2025, Colorado. Overall (6 months-17 years)","2","1","17","3",,,"0"
,"State","Oregon","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22",,,"7","424359","2024-2025, Oregon. Overall (6 months-17 years)","3","1","50","3",,,"1"
,"Region","Region 6","Overall","Overall","Up-to-date","Yes","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","45.9681","1.7665","13072","10325112","2024-2025, Region 6. Overall (6 months-17 years)",,"1","7","2",,,"0"
,"State","Pennsylvania","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","3.3933","5.8284","127","1715243","2024-2025, Pennsylvania. Overall (6 months-17 years)","2","1","51","3",,,"0"
,"State","Connecticut","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","69.0982","7.0378","918","513470","2024-2025, Connecticut. Overall (6 months-17 years)","1","1","18","3",,,"0"
,"State","Rhode Island","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","0","0","37","218573","2024-2025, Rhode Island. Overall (6 months-17 years)","2","1","53","3",,,"0"
,"Region","Region 8","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","2.5656","2.8778","229","2810093","2024-2025, Region 8. Overall (6 months-17 years)","3","1","9","2",,,"0"
,"State","South Carolina","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","2.6174","3.1093","56","1401902","2024-2025, South Carolina. Overall (6 months-17 years)","3","1","54","3",,,"0"
,"State","Delaware","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","2.4004","4.0678","60","584635","2024-2025, Delaware. Overall (6 months-17 years)","2","1","19","3",,,"0"
,"State","South Dakota","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","43.7582","18.8787","42","216908","2024-2025, South Dakota. Overall (6 months-17 years)","4","1","55","3",,,"0"
,"Region","Region 9","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","47.1448","3.1779","5520","10413031","2024-2025, Region 9. Overall (6 months-17 years)","1","1","10","2",,,"0"
,"State","Texas","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","2.9548","2.2491","216","3844140","2024-2025, Texas. Overall (6 months-17 years)","2","1","57","3",,,"0"
,"State","Delaware","Overall","Overall","Up-to-date","Yes","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","50.6651","5.1104","1358","584635","2024-2025, Delaware. Overall (6 months-17 years)",,"1","19","3",,,"0"
,"State","Texas","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","9.4231","5.5054","216","3844140","2024-2025, Texas. Overall (6 months-17 years)","3","1","57","3",,,"0"
,"Region","Region 9","Overall","Overall","Up-to-date","Yes","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","47.1448","3.1779","5520","10413031","2024-2025, Region 9. Overall (6 months-17 years)",,"1","10","2",,,"0"
,"State","Texas","Overall","Overall","Up-to-date","Yes","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","50.1327","2.638","6242","3844140","2024-2025, Texas. Overall (6 months-17 years)",,"1","57","3",,,"0"
,"State","District of Columbia","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","69.3258","5.0362","2584","522530","2024-2025, District of Columbia. Overall (6 months-17 years)","1","1","20","3",,,"0"
,"State","Utah","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22",,,"16","426032","2024-2025, Utah. Overall (6 months-17 years)","3","1","59","3",,,"1"
,"State","Alabama","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","10.2258","9.1305","66","1905743","2024-2025, Alabama. Overall (6 months-17 years)","2","1","12","3",,,"0"
,"State","Vermont","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","0","0","40","58409","2024-2025, Vermont. Overall (6 months-17 years)","3","1","60","3",,,"0"
,"State","Florida","Overall","Overall","Up-to-date","Yes","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","40.0683","4.5312","1431","3188195","2024-2025, Florida. Overall (6 months-17 years)",,"1","21","3",,,"0"
,"State","U.S. Virgin Islands","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22",,,"24","16364","2024-2025, Virgin Islands. Overall (6 months-17 years)","4","1","58","3",,,"1"
,"State","Alabama","Overall","Overall","Up-to-date","Yes","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","39.1148","4.0008","1934","1905743","2024-2025, Alabama. Overall (6 months-17 years)",,"1","12","3",,,"0"
,"State","Virginia","Overall","Overall","4-level vaccination and intent","Definitely or probably will not get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","32.516","12.6341","64","1776398","2024-2025, Virginia. Overall (6 months-17 years)","4","1","61","3",,,"0"
,"State","Georgia","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","15.159","13.6461","33","1233179","2024-2025, Georgia. Overall (6 months-17 years)","3","1","22","3",,,"0"
,"State","Virginia","Overall","Overall","Up-to-date","Yes","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","55.809","4.4863","1907","1776398","2024-2025, Virginia. Overall (6 months-17 years)",,"1","61","3",,,"0"
,"State","Alaska","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","0","0","34","141310","2024-2025, Alaska. Overall (6 months-17 years)","2","1","13","3",,,"0"
,"State","Washington","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","0","0","32","1477732","2024-2025, Washington. Overall (6 months-17 years)","2","1","62","3",,,"0"
,"State","Georgia","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","42.1075","5.4464","1126","1233179","2024-2025, Georgia. Overall (6 months-17 years)","1","1","22","3",,,"0"
,"State","Washington","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","24.7543","21.948","32","1477732","2024-2025, Washington. Overall (6 months-17 years)","3","1","62","3",,,"0"
,"State","Arizona","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","9.4377","7.9303","56","3983484","2024-2025, Arizona. Overall (6 months-17 years)","3","1","14","3",,,"0"
,"State","Washington","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","53.3191","6.1818","1119","1477732","2024-2025, Washington. Overall (6 months-17 years)","1","1","62","3",,,"0"
,"State","Hawaii","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","17.4365","16.472","58","1006736","2024-2025, Hawaii. Overall (6 months-17 years)","2","1","24","3",,,"0"
,"State","West Virginia","Overall","Overall","4-level vaccination and intent","Definitely will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","6.3034","9.0263","57","651611","2024-2025, West Virginia. Overall (6 months-17 years)","2","1","63","3",,,"0"
,"State","Arizona","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","43.1635","5.492","1027","3983484","2024-2025, Arizona. Overall (6 months-17 years)","1","1","14","3",,,"0"
,"State","West Virginia","Overall","Overall","4-level vaccination and intent","Probably will get a vaccine","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","0","0","57","651611","2024-2025, West Virginia. Overall (6 months-17 years)","3","1","63","3",,,"0"
,"State","Hawaii","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","49.6881","4.9906","1558","1006736","2024-2025, Hawaii. Overall (6 months-17 years)","1","1","24","3",,,"0"
,"State","West Virginia","Overall","Overall","Up-to-date","Yes","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","41.4179","4.4967","1829","651611","2024-2025, West Virginia. Overall (6 months-17 years)",,"1","63","3",,,"0"
,"State","Arkansas","Overall","Overall","4-level vaccination and intent","Received a vaccination","2024-2025","March Week 4","2025 Mar 22 12:00:00 AM","2025-03-22","48.2376","4.5402","1940","1998782","2024-2025, Arkansas. Overall (6 months-17 years)","1","1","15","3",,,"0"
