"Vaccine","Geographic Level","Geographic Name","Demographic Level","Demographic Name","indicator_label","indicator_category_label","Month_Week","Week_ending","Estimates","CI_Half_width_95pct","Unweighted Sample Size","Current_Season_Week_Ending","Influenza_Season","suppression_flag"
"FLU","State","Montana","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","2.5","1.673","93","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Montana","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","13.1","9.4349","93","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Montana","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","38.5","1.4323","10,701","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Montana","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","38.5","1.4323","10,701","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Nebraska","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","31.5","9.3967","120","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Nebraska","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","8.4","6.4645","120","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Nebraska","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","13.7","6.3602","120","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Nebraska","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","46.3","2.445","5,683","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Nebraska","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","46.3","2.445","5,683","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Nevada","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","41.3","12.2448","103","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Nevada","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","7.1","6.6118","103","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Nevada","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","17.6","10.8564","103","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Nevada","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","34","1.4763","9,166","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Nevada","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","34","1.4763","9,166","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Hampshire","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","41.6","20.8663","63","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Hampshire","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","4.8","6.7518","63","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Hampshire","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","6","6.0531","63","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Hampshire","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","47.6","1.4838","12,074","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Hampshire","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","47.6","1.4838","12,074","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Jersey","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","21.8","12.5737","78","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Jersey","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","13.3","9.4368","78","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Jersey","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","20.1","12.0051","78","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Jersey","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","44.7","1.6933","10,468","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Jersey","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","44.7","1.6933","10,468","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Mexico","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","28.5","11.881","64","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Mexico","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","3.2","4.4108","64","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Mexico","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","27","10.4819","64","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Mexico","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","41.3","1.791","9,715","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New Mexico","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","41.3","1.791","9,715","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New York","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","29.2","10.6301","105","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New York","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","10.7","5.6347","105","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New York","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","17.8","10.417","105","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New York","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","42.3","1.7806","16,041","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","New York","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","42.3","1.7806","16,041","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","North Carolina","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","29.8","10.9566","129","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","North Carolina","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","9.6","6.6064","129","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","North Carolina","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","16.9","8.3924","129","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","North Carolina","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","43.7","1.8883","11,437","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","North Carolina","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","43.7","1.8883","11,437","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","North Dakota","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","38","11.4718","75","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","North Dakota","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","5","6.4287","75","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","North Dakota","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","11.8","8.1384","75","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","North Dakota","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","45.2","1.9747","6,456","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","North Dakota","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","45.2","1.9747","6,456","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Ohio","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","40.8","18.6162","61","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Ohio","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","9.6","9.1213","61","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Ohio","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","9","8.863","61","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Ohio","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","40.6","2.0694","5,771","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Ohio","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","40.6","2.0694","5,771","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Oklahoma","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","44.1","9.411","92","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Oklahoma","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","6","4.1035","92","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Oklahoma","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","12.2","5.7391","92","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Oklahoma","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","37.6","2.1433","10,681","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Oklahoma","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","37.6","2.1433","10,681","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Oregon","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","32.9","11.5535","72","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Oregon","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","10.2","7.8633","72","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Oregon","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","16","8.7248","72","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Oregon","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","41","1.5996","9,803","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Oregon","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","41","1.5996","9,803","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Pennsylvania","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","36.6","11.4415","159","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Pennsylvania","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","2.6","2.1856","159","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Pennsylvania","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","16.3","7.7572","159","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Pennsylvania","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","44.6","1.3793","22,920","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Pennsylvania","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","44.6","1.3793","22,920","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Puerto Rico","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","27.8","9.6302","74","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Puerto Rico","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","12.6","7.6387","74","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Puerto Rico","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","33.5","10.3949","74","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Puerto Rico","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","26.1","1.3964","13,651","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Puerto Rico","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","26.1","1.3964","13,651","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Rhode Island","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","21.8","22.9389","39","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Rhode Island","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","14.8","19.315","39","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Rhode Island","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","14.6","19.3072","39","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Rhode Island","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","48.7","2.6739","4,370","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","Rhode Island","Overall","18+ years","Up-to-date","Yes","December Week 4","2023 Dec 23 12:00:00 AM","48.7","2.6739","4,370","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","South Carolina","Overall","18+ years","4-level vaccination and intent","Definitely or probably will not get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","29.4","12.9737","41","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","South Carolina","Overall","18+ years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2023 Dec 23 12:00:00 AM","10.7","9.9395","41","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","South Carolina","Overall","18+ years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2023 Dec 23 12:00:00 AM","18.7","11.7139","41","2024 Dec 21 12:00:00 AM","2023-2024","0"
"FLU","State","South Carolina","Overall","18+ years","4-level vaccination and intent","Received a vaccination","December Week 4","2023 Dec 23 12:00:00 AM","41.2","2.5221","11,377","2024 Dec 21 12:00:00 AM","2023-2024","0"
